Item type,Compiler #,Audit status,Editorial lane,Issue count,Issues,Next action,Chapter or lane,Date,Title,Release or status,Pages,NAID,Local identifier,Source locator,Source-note basis,Published FRUS status,FRUS standard checklist,Source note,Provenance note,Catalog URL,PDF URL
Confirmed record,2.019,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-09-05,"NSC/DC 193A - September 05, 1990 - NSC/DC Meeting on Pakistan, Keywords: Pakistan, Nuclear Matters",Restricted - Possibly,11 pages,470761189,90016-023,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-023 | 41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 193A - September 05, 1990 - NSC/DC Meeting on Pakistan, Keywords: Pakistan, Nuclear Matters, OA/ID 90016-023.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-023, NAID 470761189. Catalog URL: https://catalog.archives.gov/id/470761189. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf, object ID 483295900, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf. Page count: 11 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761189,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf
Confirmed record,1.015,Visible note clean,Ready source-note check,0,,Ready for final editor source-note check.,Afghanistan,1990-09-09,Memorandum of Conversation,Declassified,9 pages,366551670,91108-001,Brent Scowcroft Papers | Presidential Correspondence Files | 91108-001 | source pages 130-138 | 41-bpr-scow-pcor-memcon-91108-001.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/5/90-9/24/90, OA/ID 91108-001, source pages 130-138.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/5/90-9/24/90, 91108-001, NAID 366551670, source pages 130-138.",https://catalog.archives.gov/id/366551670,documents/afghanistan/1990-09-09-bush-mikhail-gorbachev-memcon-scowcroft.pdf
Confirmed record,4.005,Visible note clean,Title/source verification,0,,Verify the catalog-derived title and source chain against the PDF or folder title page.,Regional,1990-10-01,Memorandum of Conversation,Full,5 pages,428081099,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990 | 1990-10-01--Ershad.pdf,Bush Library citation-marker extraction; original classification Secret.,Citation-marker target applied,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification/no-marking captured,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, OA/ID CF01728-004, [Memorandum of Conversations (Memcons) - July 1990-December 1990]: October 1990. Secret.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 10/1/1990; Type Memcon; Participants Ershad, Hussain Muhammad; Country Bangladesh; Release Status Full; NAID 428081099. National Archives Catalog item: Meeting with President Hussain Muhammad Ershad of Bangladesh, October 1, 1990, NAID 428081099. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990, NAID 325541480. Digital object: 1990-10-01--Ershad.pdf, object ID 428081100, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Ershad.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551671, 91108-002, source pages 92-96.",https://catalog.archives.gov/id/428081099,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Ershad.pdf
Confirmed record,2.020,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-10-02,"NSC/DC 205 - October 02, 1990 - NSC/DC Meeting on Pakistan Nuclear Program via SVTS, Keywords: Pakistan, Nuclear Matters",Restricted - Possibly,24 pages,470761204,90016-038,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-038 | 41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 205 - October 02, 1990 - NSC/DC Meeting on Pakistan Nuclear Program via SVTS, Keywords: Pakistan, Nuclear Matters, OA/ID 90016-038.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-038, NAID 470761204. Catalog URL: https://catalog.archives.gov/id/470761204. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf, object ID 483295917, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf. Page count: 24 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426237, CF01625-026.",https://catalog.archives.gov/id/470761204,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-205-90016-038.pdf
Confirmed record,1.016,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Afghanistan,1990-10-04,"DC [Deputies Committee] Meeting - October 4, 1990 re: Afghanistan",Restricted - Possibly,10 pages,470426235,CF01625-024,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-024 | 41-bpr-nsc-haass_meeting-cf01625-024.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Meeting Files, DC [Deputies Committee] Meeting - October 4, 1990 re: Afghanistan, OA/ID CF01625-024.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-024, NAID 470426235. FOIA tracking: 2005-0052-F, 2008-0431-F. Access restriction: Restricted - Possibly. Page count: 10 (measured from available PDF).",https://catalog.archives.gov/id/470426235,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-024.pdf
Confirmed record,2.021,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-10-04,"NSC/DC [Deputies Committee] Meeting - October 4, 1990 Re: Pakistan",Restricted - Possibly,8 pages,470426238,CF01625-027,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-027 | 41-bpr-nsc-haass_meeting-cf01625-027.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Meeting Files, NSC/DC [Deputies Committee] Meeting - October 4, 1990 Re: Pakistan, OA/ID CF01625-027.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-027, NAID 470426238. FOIA tracking: 1998-0387-F. Access restriction: Restricted - Possibly. Page count: 8 (measured from available PDF).",https://catalog.archives.gov/id/470426238,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-027.pdf
Confirmed record,1.017,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Afghanistan,1990-10-05,"NSC/DC 207 - October 05, 1990 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan",Restricted - Possibly,26 pages,470761206,90016-040,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-040 | 41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 207 - October 05, 1990 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan, OA/ID 90016-040.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-040, NAID 470761206. Catalog URL: https://catalog.archives.gov/id/470761206. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf, object ID 483295919, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf. Page count: 26 (measured from available PDF). FOIA tracking: 2005-1002-F, 2008-1289-F, 2005-0052-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426239, CF01625-028.",https://catalog.archives.gov/id/470761206,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-207-90016-040.pdf
Confirmed record,2.022,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-10-05,"NSC/DC 208 - October 05, 1990 - NSC/DC Meeting on Pakistan via SVTS, Keywords: Pakistan",Restricted - Possibly,11 pages,470761207,90017-001,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90017-001 | 41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 208 - October 05, 1990 - NSC/DC Meeting on Pakistan via SVTS, Keywords: Pakistan, OA/ID 90017-001.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90017-001, NAID 470761207. Catalog URL: https://catalog.archives.gov/id/470761207. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf, object ID 483295920, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf. Page count: 11 (measured from available PDF). FOIA tracking: 2005-1002-F, 2008-1289-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90017. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761207,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-208-90017-001.pdf
Confirmed record,2.023,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-10-09,"NSC/DC Meeting - October 9, 1990 Re: Pakistan",Restricted - Possibly,81 pages,470426240,CF01625-029,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-029 | 41-bpr-nsc-haass_meeting-cf01625-029.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Richard N. Haass' Meeting Files, NSC/DC Meeting - October 9, 1990 Re: Pakistan, OA/ID CF01625-029.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-029, NAID 470426240. FOIA tracking: 1998-0387-F. Access restriction: Restricted - Possibly. Page count: 81 (measured from available PDF).",https://catalog.archives.gov/id/470426240,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-029.pdf
Confirmed record,2.024,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-10-09,"NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [1]",Restricted - Possibly,42 pages,470760963,90002-025,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC) Meeting Files | 90002-025 | 41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [1], OA/ID 90002-025.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC) Meeting Files, 90002-025, NAID 470760963. Catalog URL: https://catalog.archives.gov/id/470760963. Series URL: https://catalog.archives.gov/id/312293887. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf, object ID 483296450, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf. Page count: 42 (measured from available PDF). FOIA tracking: 2009-0857-F, 2005-1003-F, 2003-0261-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90002. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470760963,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_1-90002-025.pdf
Confirmed record,2.025,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Pakistan,1990-10-09,"NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [2]",Restricted - Possibly,42 pages,470760964,90002-026,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC) Meeting Files | 90002-026 | 41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC Meetings Files, NSC0056 - October 09, 1990 - Nuclear Matters, Middle East and Gulf, Proliferation [2], OA/ID 90002-026.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC) Meeting Files, 90002-026, NAID 470760964. Catalog URL: https://catalog.archives.gov/id/470760964. Series URL: https://catalog.archives.gov/id/312293887. Digital object: 41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf, object ID 483296451, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf. Page count: 42 (measured from available PDF). FOIA tracking: 2005-1003-F, 2009-0857-F, 2003-0261-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90002. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470760964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC_Mtgs_312293887/41-bpr-nsc-hfiles-nsc_mtgs-56_2-90002-026.pdf
Confirmed record,2.026,Visible note clean,Ready source-note check,0,,Ready for final editor source-note check.,Pakistan,1991-01-21,Memorandum of Conversation,Declassified,9 pages,366551673,91108-004,Brent Scowcroft Papers | Presidential Correspondence Files | 91108-004 | source pages 7-15 | 41-bpr-scow-pcor-memcon-91108-004.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/14/91-3/8/91, OA/ID 91108-004, source pages 7-15.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/14/91-3/8/91, 91108-004, NAID 366551673, source pages 7-15.",https://catalog.archives.gov/id/366551673,documents/pakistan/1991-01-21-bush-lee-kuan-yew-memcon-scowcroft.pdf
Confirmed record,2.027,Visible note clean,Ready source-note check,0,,Ready for final editor source-note check.,Pakistan,1991-02-02,Memorandum of a Telephone Conversation,Declassified,4 pages,366551697,91112-005,Brent Scowcroft Papers | Presidential Correspondence Files | 91112-005 | source pages 12-15 | 41-bpr-scow-pcor-telcon-91112-005.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 1/30/91-2/22/91, OA/ID 91112-005, source pages 12-15.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 1/30/91-2/22/91, 91112-005, NAID 366551697, source pages 12-15.",https://catalog.archives.gov/id/366551697,documents/pakistan/1991-02-02-bush-nawaz-sharif-telcon-scowcroft.pdf
Confirmed record,3.008,Visible note clean,Title/source verification,0,,Verify the catalog-derived title and source chain against the PDF or folder title page.,India,1991-02-08,Memorandum of Telephone Conversation,Full,4 pages,428081443,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]:  February 1991 [1],Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]:  February 1991 [1] | 1991-02-08--Shankar.pdf,Bush Library citation-marker extraction; original classification Confidential.,Citation-marker target applied,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification/no-marking captured,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, OA/ID CF01730-002, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Confidential.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/8/1991; Type Telcon; Participants Shankar Ray, Siddhartha; Country India; Release Status Full; NAID 428081443. National Archives Catalog item: Telcon with Prime Minister Shankar of India on February 8, 1991, NAID 428081443. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]:  February 1991 [1], NAID 325592654. Digital object: 1991-02-08--Shankar.pdf, object ID 428081444, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Shankar.pdf. Access restriction: Unrestricted. Page count: 4 (measured from available PDF).",https://catalog.archives.gov/id/428081443,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Shankar.pdf
Confirmed record,1.018,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Afghanistan,1991-03-05,"NSC/DC 260 - March 05, 1991 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM)",Restricted - Possibly,9 pages,470761272,90019-003,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90019-003 | 41-bpr-nsc-hfiles-dc_mtgs-260-90019-003.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 260 - March 05, 1991 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM), OA/ID 90019-003.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90019-003, NAID 470761272. Catalog URL: https://catalog.archives.gov/id/470761272. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-260-90019-003.pdf, object ID 483295989, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-260-90019-003.pdf. Page count: 9 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-0052-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90019. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761272,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-260-90019-003.pdf
Confirmed record,1.019,Visible note clean,Access-status decision,0,,Confirm whether this item can be selected or should only be cited as withheld/restricted context.,Afghanistan,1991-04-12,"NSC/DC 271 - April 12, 1991 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM)",Restricted - Possibly,7 pages,470761289,90019-020,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90019-020 | 41-bpr-nsc-hfiles-dc_mtgs-271-90019-020.pdf,FRUS-style archival chain generated from local source metadata; verify against PDF or title page before final selection.,Metadata-derived draft; verify against PDF/title page,starts with Source:; no URL/NAID/catalog/release ledger in visible note; Bush Presidential Records present; OA/ID or selected pages present; classification pending unless not visible,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 271 - April 12, 1991 - NSC/DC Meeting on Afghanistan, Keywords: Afghanistan (File located @ LM), OA/ID 90019-020.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90019-020, NAID 470761289. Catalog URL: https://catalog.archives.gov/id/470761289. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-271-90019-020.pdf, object ID 483296007, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-271-90019-020.pdf. Page count: 7 (measured from available PDF). FOIA tracking: 2005-0052-F, 2005-1002-F, 2008-1289-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90019. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761289,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-271-90019-020.pdf
