Item type,Decision (Select / Exclude / Defer / Cite only / Resolved),Decision date,Owner,Decision rationale,Follow-up,Item ID,Compiler #,Priority or queue,Chapter or lane,Date,Title,Status,Pages,NAID or target records,Source locator,Next action,Source note or need,Catalog URL,PDF URL
Confirmed record,,,,,,nsc-source-470761354,1.021,Review ledger,Afghanistan,1992-01-03,"NSC/DC 331 - January 03, 1992 - NSC/DC Meeting re: Afghanistan, Keywords: Afghanistan",Restricted - Possibly,58 pages,470761354; 90021-019,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90021-019 | 41-bpr-nsc-hfiles-dc_mtgs-331-90021-019.pdf,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 331 - January 03, 1992 - NSC/DC Meeting re: Afghanistan, Keywords: Afghanistan, 90021-019. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761354,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-331-90021-019.pdf
Confirmed record,,,,,,bush-library-428082131,3.010,Released chronology,India,1992-01-31,Memorandum of Conversation,Partial,3 pages,428082131; [Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992 | 1992-01-31--Rao.pdf,"Check excisions and confirm whether the available text supports selection. Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.","Source: George H.W. Bush Library, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1992-June 1992]: January 1992. Partial release.",https://catalog.archives.gov/id/428082131,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-01-31--Rao.pdf
Confirmed record,,,,,,bush-library-428082145,4.006,Released chronology,Regional,1992-03-19,Memorandum of Conversation,Full,6 pages,428082145; [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Memcon Files | [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992 | 1992-03-19--Zia.pdf,"Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.","Source: George H.W. Bush Library, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1992-June 1992]: March 1992. Full release.",https://catalog.archives.gov/id/428082145,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-03-19--Zia.pdf
Confirmed record,,,,,,nsc-source-446396904,2.028,Review ledger,Pakistan,1992-07-10,"NSD-70 - July 10, 1992 - U.S. Nonproliferation Policy",Restricted - Possibly,101 pages,446396904; 90005-020,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Directive (NSD) Files | 90005-020 | 41-bpr-nsc-hfiles-nsd-70-90005-020.pdf,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,"Source: George H.W. Bush Library, National Security Council, H-Files, NSD Files, NSD-70 - July 10, 1992 - U.S. Nonproliferation Policy, 90005-020. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/446396904,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-70-90005-020.pdf
Confirmed record,,,,,,bush-library-428082401,2.029,Released chronology,Pakistan,1992-12-03,Memorandum of Telephone Conversation,Partial,2 pages,428082401; [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]:  December 1992,Records of the National Security Council (George H. W. Bush Administration) | Presidential Telcon Files | [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]:  December 1992 | 1992-12-03--Sharif.pdf,"Check excisions and confirm whether the available text supports selection. Resolve compiler risk: catalog-derived-source-note. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.","Source: George H.W. Bush Library, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992. Partial release.",https://catalog.archives.gov/id/428082401,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-03--Sharif.pdf
Potential lead,,,,,,catalog-lead-470426266,,Critical; score 65,Regional: Bangladesh,1992-03-19,"President's Meeting with Prime Minister Zia of Bangladesh - March 19, 1992",High-priority source review lead; Online object available,,470426266,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426266 | 41-bpr-nsc-haass_meeting-cf01447-024.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, President's Meeting with Prime Minister Zia of Bangladesh - March 19, 1992. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470426266,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01447-024.pdf
Potential lead,,,,,,catalog-lead-470426145,,Critical; score 59,Regional: Kashmir,1989-01-20,Letters on Kashmir,High-priority source review lead; Online object available,,470426145,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Correspondence Files | Richard N. Haass' Correspondence Files | NAID 470426145 | 41-bpr-nsc-haass_correspondence-cf01479-008.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Correspondence Files, Letters on Kashmir. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470426145,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/correspondence_2554865/41-bpr-nsc-haass_correspondence-cf01479-008.pdf
Potential lead,,,,,,catalog-lead-470426225,,Critical; score 59,Regional: Kashmir,1990-03-26,"NSC/DC [Deputies Committee] Teleconference - March 26, 1990 Re: Kashmir",High-priority source review lead; Online object available,,470426225,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426225 | 41-bpr-nsc-haass_meeting-cf01625-014.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC/DC [Deputies Committee] Teleconference - March 26, 1990 Re: Kashmir. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470426225,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-014.pdf
Potential lead,,,,,,catalog-lead-645608041,,Critical; score 47,Regional: Bangladesh,1989-01-20,Bangladesh,High-priority source review lead; Online object available,,645608041,Richard Cheney Collection | Country Files | Country Files | NAID 645608041 | 41-bpr-dhm-cheney-country-31842-009.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Bangladesh. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645608041,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31842-009.pdf
Potential lead,,,,,,catalog-lead-470426597,,High; score 50,Afghanistan,1989-01-01,Working Files - Afghanistan 1989-1992 [2],High-priority source review lead; Online object available,,470426597,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Working Files | Richard N. Haass' Working Files | NAID 470426597 | 41-bpr-nsc-haass_working-cf01304-011.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Working Files, Working Files - Afghanistan 1989-1992 [2]. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470426597,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/working_2554877/41-bpr-nsc-haass_working-cf01304-011.pdf
Potential lead,,,,,,catalog-lead-645607685,,High; score 50,Afghanistan,1989-01-20,Afghanistan,High-priority source review lead; Online object available,,645607685,Richard Cheney Collection | Country Files | Country Files | NAID 645607685 | 41-bpr-dhm-cheney-country-31827-001.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Afghanistan. Unrestricted.",https://catalog.archives.gov/id/645607685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31827-001.pdf
Potential lead,,,,,,catalog-lead-470426255,,High; score 50,Afghanistan,1989-01-20,Afghanistan - Charles,High-priority source review lead; Online object available,,470426255,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | Richard N. Haass' Meeting Files | NAID 470426255 | 41-bpr-nsc-haass_meeting-cf01447-013.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, Afghanistan - Charles. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470426255,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01447-013.pdf
Potential lead,,,,,,catalog-lead-645607321,,High; score 50,Afghanistan,1989-01-20,Afghanistan [1],High-priority source review lead; Online object available,,645607321,Richard Cheney Collection | Country Files | Country Files | NAID 645607321 | 41-bpr-dhm-cheney-country-31812-001.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Afghanistan [1]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607321,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31812-001.pdf
Potential lead,,,,,,catalog-lead-645607323,,High; score 50,Afghanistan,1989-01-20,Afghanistan [2],High-priority source review lead; Online object available,,645607323,Richard Cheney Collection | Country Files | Country Files | NAID 645607323 | 41-bpr-dhm-cheney-country-31812-002.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Afghanistan [2]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607323,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31812-002.pdf
Potential lead,,,,,,catalog-lead-470437053,,High; score 50,Pakistan,1989-01-20,Pakistan-India,High-priority source review lead; Online object available,,470437053,Records of the National Security Council (George H. W. Bush Administration) | Robert M. Gates' Subject Files | Robert M. Gates' Subject Files | NAID 470437053 | 41-bpr-nsc-gates-subj-cf00946-012.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, National Security Council, Robert M. Gates' Subject Files, Pakistan-India. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470437053,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/gates/subject_2554843/41-bpr-nsc-gates-subj-cf00946-012.pdf
Potential lead,,,,,,catalog-lead-645607415,,High; score 47,India,1989-01-20,India,High-priority source review lead; Online object available,,645607415,Richard Cheney Collection | Country Files | Country Files | NAID 645607415 | 41-bpr-dhm-cheney-country-31815-004.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607415,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31815-004.pdf
Potential lead,,,,,,catalog-lead-645608141,,High; score 47,India,1989-01-20,India [1],High-priority source review lead; Online object available,,645608141,Richard Cheney Collection | Country Files | Country Files | NAID 645608141 | 41-bpr-dhm-cheney-country-31847-001.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [1]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645608141,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-001.pdf
Potential lead,,,,,,catalog-lead-645607135,,High; score 47,India,1989-01-20,India [1],High-priority source review lead; Online object available,,645607135,Richard Cheney Collection | Country Files | Country Files | NAID 645607135 | 41-bpr-dhm-cheney-country-31802-007.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [1]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607135,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-007.pdf
Potential lead,,,,,,catalog-lead-645608143,,High; score 47,India,1989-01-20,India [2],High-priority source review lead; Online object available,,645608143,Richard Cheney Collection | Country Files | Country Files | NAID 645608143 | 41-bpr-dhm-cheney-country-31847-002.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [2]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645608143,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31847-002.pdf
Potential lead,,,,,,catalog-lead-645607137,,High; score 47,India,1989-01-20,India [2],High-priority source review lead; Online object available,,645607137,Richard Cheney Collection | Country Files | Country Files | NAID 645607137 | 41-bpr-dhm-cheney-country-31802-008.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [2]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607137,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31802-008.pdf
Potential lead,,,,,,catalog-lead-645607805,,High; score 47,India,1989-01-20,India [A],High-priority source review lead; Online object available,,645607805,Richard Cheney Collection | Country Files | Country Files | NAID 645607805 | 41-bpr-dhm-cheney-country-31832-001.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [A]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607805,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-001.pdf
Potential lead,,,,,,catalog-lead-645607807,,High; score 47,India,1989-01-20,India [B],High-priority source review lead; Online object available,,645607807,Richard Cheney Collection | Country Files | Country Files | NAID 645607807 | 41-bpr-dhm-cheney-country-31832-002.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, India [B]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607807,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31832-002.pdf
Potential lead,,,,,,catalog-lead-645608235,,High; score 47,Pakistan,1989-01-20,Pakistan,High-priority source review lead; Online object available,,645608235,Richard Cheney Collection | Country Files | Country Files | NAID 645608235 | 41-bpr-dhm-cheney-country-31850-010.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645608235,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31850-010.pdf
Potential lead,,,,,,catalog-lead-645607905,,High; score 47,Pakistan,1989-01-20,Pakistan [A],High-priority source review lead; Online object available,,645607905,Richard Cheney Collection | Country Files | Country Files | NAID 645607905 | 41-bpr-dhm-cheney-country-31836-005.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [A]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607905,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31836-005.pdf
Potential lead,,,,,,catalog-lead-645607531,,High; score 47,Pakistan,1989-01-20,Pakistan [A],High-priority source review lead; Online object available,,645607531,Richard Cheney Collection | Country Files | Country Files | NAID 645607531 | 41-bpr-dhm-cheney-country-31820-001.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [A]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607531,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31820-001.pdf
Potential lead,,,,,,catalog-lead-645607533,,High; score 47,Pakistan,1989-01-20,Pakistan [B],High-priority source review lead; Online object available,,645607533,Richard Cheney Collection | Country Files | Country Files | NAID 645607533 | 41-bpr-dhm-cheney-country-31820-002.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [B]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607533,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31820-002.pdf
Potential lead,,,,,,catalog-lead-645607907,,High; score 47,Pakistan,1989-01-20,Pakistan [B],High-priority source review lead; Online object available,,645607907,Richard Cheney Collection | Country Files | Country Files | NAID 645607907 | 41-bpr-dhm-cheney-country-31836-006.pdf,"Screen PDF text and promote policy-bearing pages with page boundaries, source note, and exclusion rationale for nonselected pages.","Source: George H.W. Bush Library, Richard Cheney Collection, Country Files, Pakistan [B]. Access restriction: Restricted - Partly.",https://catalog.archives.gov/id/645607907,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-rbc/country_470572294/41-bpr-dhm-cheney-country-31836-006.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book2-doc-pg1772,,Medium; score 54,Afghanistan,1992-10-07,Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan,Locator for internal decision file; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,"Use to find clearance, certification, sanctions, aid, trade, or congressional-reporting files; promote only if the public text itself is selected.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, October 7, 1992, ""Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1772.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1772.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg351,,Medium; score 48,Afghanistan,1992-02-28,Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries,Locator for internal decision file; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Use to find clearance, certification, sanctions, aid, trade, or congressional-reporting files; promote only if the public text itself is selected.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, February 28, 1992, ""Presidential Determination No. 92-18--Memorandum on Certification for Major Narcotics Producing and Transit Countries"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg351.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg351.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book2-doc-pg2264,,Medium; score 46,Pakistan,1993-01-19,Letter to Congressional Leaders Reporting on Nuclear Nonproliferation,Locator for internal decision file; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,"Use to find clearance, certification, sanctions, aid, trade, or congressional-reporting files; promote only if the public text itself is selected.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, January 19, 1993, ""Letter to Congressional Leaders Reporting on Nuclear Nonproliferation"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg2264.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg2264.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book2-doc-pg1740,,Medium; score 42,Regional,1992-10-02,Presidential Determination No. 93-1--Memorandum on Refugee Admissions,Locator for internal decision file; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,"Use to find clearance, certification, sanctions, aid, trade, or congressional-reporting files; promote only if the public text itself is selected.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, October 2, 1992, ""Presidential Determination No. 93-1--Memorandum on Refugee Admissions"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1740.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1740.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg473,,Medium; score 40,Regional,1992-03-19,Statement by Press Secretary Fitzwater on the President's Meeting With Prime Minister Begum Khaleda Zia of Bangladesh,Review lead; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Review before promotion.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, March 19, 1992, ""Statement by Press Secretary Fitzwater on the President's Meeting With Prime Minister Begum Khaleda Zia of Bangladesh"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg473.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg473.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book2-doc-pg1729,,Medium; score 38,Pakistan,1992-09-30,Presidential Determination No. 92-49--Memorandum on Disaster Assistance for Pakistan,Locator for internal decision file; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,"Use to find clearance, certification, sanctions, aid, trade, or congressional-reporting files; promote only if the public text itself is selected.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, September 30, 1992, ""Presidential Determination No. 92-49--Memorandum on Disaster Assistance for Pakistan"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1729.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1729.pdf
Potential lead,,,,,,catalog-lead-286185941,,Medium; score 33,Regional,1989-01-20,"Milam, William - AMB to Bangladesh",Review lead; Online object available,,286185941,Records of the White House Office of Presidential Personnel (George H. W. Bush Administration) | Katja Bullock Appointment Files | Katja Bullock Appointment Files | NAID 286185941 | 41-bpr-pers-bullock-appt-07091-008.pdf,Review before promotion.,"Source: George H.W. Bush Library, White House Office of Presidential Personnel, Katja Bullock Appointment Files, Milam, William - AMB to Bangladesh. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/286185941,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/foia/2000/Batch0001/41-bpr-pers-bullock-appt-07091-008.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg579,,Low; score 44,Afghanistan,1992-04-10,The President's News Conference,Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, April 10, 1992, ""The President's News Conference"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg579.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg579.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg820-2,,Low; score 44,Afghanistan,1992-05-27,"Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland",Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, May 27, 1992, ""Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg820-2.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg820-2.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg953,,Low; score 44,Afghanistan,1992-06-17,The President's News Conference With President Boris Yeltsin of Russia,Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, June 17, 1992, ""The President's News Conference With President Boris Yeltsin of Russia"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg953.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg953.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg725-2,,Low; score 40,Regional,1992-05-07,Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives,Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, May 7, 1992, ""Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg725-2.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg725-2.pdf
Potential lead,,,,,,public-paper-lead-PPP-1992-book1-doc-pg302,,Low; score 38,India,1992-02-24,Nomination of Thomas R. Pickering To Be United States Ambassador to India,Chronology-only public context; Public presidential statement,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,Keep as context; do not promote unless linked internal policy memoranda are found.,"Source: Public Papers of the Presidents of the United States: George H.W. Bush, February 24, 1992, ""Nomination of Thomas R. Pickering To Be United States Ambassador to India"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg302.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg302.pdf
