Compiler #,Queue,Chapter,Date,Title,Type,Participants,Countries,Release status,Pages,NAID,Local identifier,Series NAID,Source pages,Object filename,Source locator,Source note,Provenance note,Provenance links,Daily Diary refs,Daily Diary details,Date line,Subject line,Topics,Compiler risks,Next action,Catalog URL,PDF URL
1.013,Released chronology,Afghanistan,1989-11-24,Memorandum of Conversation,Memcon,George H. W. Bush; Margaret Thatcher,Afghanistan; United Kingdom,Declassified,10,366551665,91107-006,4545941,91-100,41-bpr-scow-pcor-memcon-91107-006.pdf,Brent Scowcroft Papers | Presidential Correspondence Files | 91107-006,"Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89, 91107-006, source pages 91-100. Declassified.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89, 91107-006, NAID 366551665, source pages 91-100.",https://catalog.archives.gov/id/366551665; documents/afghanistan/1989-11-24-bush-margaret-thatcher-memcon-scowcroft.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-006.pdf; https://catalog.archives.gov/id/4522156; https://catalog.archives.gov/id/415890215; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_24_89-12812-006_415890215.pdf,Presidential Daily Backup 12812-006,Presidential Daily Backup | [Presidential Daily Backup] 11/24/1989 | 12812-006 | https://catalog.archives.gov/id/415890215 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_24_89-12812-006_415890215.pdf | matched: Margaret; Thatcher; Kingdom,"November 24, 1989",Meeting with Prime Minister Margaret Thatcher of Great Britain (§),South Asia; Afghanistan; Brent Scowcroft Papers; Head-of-state memcons and telcons; South Asia; Afghanistan; Memcon; Head of state; Presidential Daily Diary cross-reference,,"Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/366551665,documents/afghanistan/1989-11-24-bush-margaret-thatcher-memcon-scowcroft.pdf
1.014,Review ledger,Afghanistan,1989-11-27,"Presidential Visit of President [of Afghanistan Interim Government Sibgahtullah] Mojaddedi - November 27, 1989",Memcon,George H. W. Bush; Sibghatullah Mojaddedi,Afghanistan,Restricted - Possibly,35,470426381,CF01404-028,2554869,,41-bpr-nsc-haass_pres_mtg-cf01404-028.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Presidential Meeting Files | CF01404-028,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Presidential Meeting Files, Presidential Visit of President [of Afghanistan Interim Government Sibgahtullah] Mojaddedi - November 27, 1989, CF01404-028. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Presidential Meeting Files, CF01404-028, NAID 470426381. FOIA tracking: 2008-0431-F, 2005-0052-F. Access restriction: Restricted - Possibly. Page count: 35 (measured from available PDF).",https://catalog.archives.gov/id/470426381; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/pres_mtg_2554869/41-bpr-nsc-haass_pres_mtg-cf01404-028.pdf; https://catalog.archives.gov/id/2163580; https://catalog.archives.gov/id/415890221; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_27_89-12812-012_415890221.pdf,Presidential Daily Backup 12812-012,Presidential Daily Backup | [Presidential Daily Backup] 11/27/1989 | 12812-012 | https://catalog.archives.gov/id/415890221 | https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_27_89-12812-012_415890221.pdf | matched: Sibghatullah; Mojaddedi; Afghanistan; Afghan; Interim; Government,"November 27, 1989","Presidential Visit of President [of Afghanistan Interim Government Sibgahtullah] Mojaddedi - November 27, 1989",South Asia; Presidential Meeting Files; Afghanistan; Presidential meetings; Measured page count; South Asia; Afghanistan; Presidential meetings; Measured page count; Presidential Daily Diary cross-reference,catalog-derived-source-note; declassification-review,"Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review. Use Daily Diary/Backup only for chronology, time, location, attendees, and call status.",https://catalog.archives.gov/id/470426381,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/pres_mtg_2554869/41-bpr-nsc-haass_pres_mtg-cf01404-028.pdf
2.012,Review ledger,Pakistan,1990-03-26,"NSC/DC 112 - March 26, 1990 - NSC/DC Meeting on Kashmir, Keywords: Pakistan",Deputies Committee meeting minutes,Deputies Committee,Pakistan; India,Restricted - Possibly,13,470761101,90013-024,312294079,,41-bpr-nsc-hfiles-dc_mtgs-112-90013-024.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90013-024,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 112 - March 26, 1990 - NSC/DC Meeting on Kashmir, Keywords: Pakistan, 90013-024. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90013-024, NAID 470761101. Catalog URL: https://catalog.archives.gov/id/470761101. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-112-90013-024.pdf, object ID 483295804, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-112-90013-024.pdf. Page count: 13 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90013. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426225, CF01625-014.",https://catalog.archives.gov/id/470761101; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-112-90013-024.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"March 26, 1990","NSC/DC 112 - March 26, 1990 - NSC/DC Meeting on Kashmir, Keywords: Pakistan",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761101,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-112-90013-024.pdf
3.007,Review ledger,India,1990-04-04,"NSC/DC 113 - April 04, 1990 - NSC/DC Meeting on Kashmir via SVTS, Keywords: India",Deputies Committee meeting minutes,Deputies Committee,India,Restricted - Possibly,41,470761103,90013-026,312294079,,41-bpr-nsc-hfiles-dc_mtgs-113-90013-026.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90013-026,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 113 - April 04, 1990 - NSC/DC Meeting on Kashmir via SVTS, Keywords: India, 90013-026. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90013-026, NAID 470761103. Catalog URL: https://catalog.archives.gov/id/470761103. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-113-90013-026.pdf, object ID 483295806, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-113-90013-026.pdf. Page count: 41 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90013. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426226, CF01625-015.",https://catalog.archives.gov/id/470761103; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-113-90013-026.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"April 4, 1990","NSC/DC 113 - April 04, 1990 - NSC/DC Meeting on Kashmir via SVTS, Keywords: India",South Asia; India; NSC/DC Meetings; Measured pages; South Asia; India; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761103,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-113-90013-026.pdf
2.013,Review ledger,Pakistan,1990-05-07,"NSC/DC 124 - May 07, 1990 - NSC/DC Meeting re: Pakistan Stingers, Keywords: Pakistan (File located @ LM)",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,42,470761116,90014-013,312294079,,41-bpr-nsc-hfiles-dc_mtgs-124-90014-013.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90014-013,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 124 - May 07, 1990 - NSC/DC Meeting re: Pakistan Stingers, Keywords: Pakistan (File located @ LM), 90014-013. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90014-013, NAID 470761116. Catalog URL: https://catalog.archives.gov/id/470761116. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-124-90014-013.pdf, object ID 483295819, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-124-90014-013.pdf. Page count: 42 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90014. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761116; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-124-90014-013.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"May 7, 1990","NSC/DC 124 - May 07, 1990 - NSC/DC Meeting re: Pakistan Stingers, Keywords: Pakistan (File located @ LM)",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761116,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-124-90014-013.pdf
2.014,Review ledger,Pakistan,1990-06-28,"NSC/DC 147 - June 28, 1990 - NSC/DC Meeting on Pakistan's Nuclear Program, Keywords: Pakistan, Nuclear Matters",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,24,470761140,90015-005,312294079,,41-bpr-nsc-hfiles-dc_mtgs-147-90015-005.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90015-005,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 147 - June 28, 1990 - NSC/DC Meeting on Pakistan's Nuclear Program, Keywords: Pakistan, Nuclear Matters, 90015-005. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90015-005, NAID 470761140. Catalog URL: https://catalog.archives.gov/id/470761140. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-147-90015-005.pdf, object ID 483295845, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-147-90015-005.pdf. Page count: 24 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90015. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761140; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-147-90015-005.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"June 28, 1990","NSC/DC 147 - June 28, 1990 - NSC/DC Meeting on Pakistan's Nuclear Program, Keywords: Pakistan, Nuclear Matters",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761140,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-147-90015-005.pdf
2.015,Review ledger,Pakistan,1990-06-30,"NSC/DC [Deputies Committee] Meeting - June 30, 1990 Re: Pakistan",Meeting file,Richard N. Haass,Pakistan,Restricted - Possibly,14,470426229,CF01625-018,2554866,,41-bpr-nsc-haass_meeting-cf01625-018.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-018,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC/DC [Deputies Committee] Meeting - June 30, 1990 Re: Pakistan, CF01625-018. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-018, NAID 470426229. FOIA tracking: 1998-0387-F. Access restriction: Restricted - Possibly. Page count: 14 (measured from available PDF).",https://catalog.archives.gov/id/470426229; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-018.pdf; https://catalog.archives.gov/id/2163580,,,"June 30, 1990","NSC/DC [Deputies Committee] Meeting - June 30, 1990 Re: Pakistan",South Asia; Meeting Files; Pakistan; Deputies Committee; Measured page count; South Asia; Pakistan; Deputies Committee; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426229,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-018.pdf
2.016,Review ledger,Pakistan,1990-07-09,"NSC/DC 154 - July 09, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,10,470761146,90015-012,312294079,,41-bpr-nsc-hfiles-dc_mtgs-154-90015-012.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90015-012,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 154 - July 09, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters, 90015-012. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90015-012, NAID 470761146. Catalog URL: https://catalog.archives.gov/id/470761146. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-154-90015-012.pdf, object ID 483295853, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-154-90015-012.pdf. Page count: 10 (measured from available PDF). FOIA tracking: 2005-1002-F, 2008-1289-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90015. Access restriction: Restricted - Possibly. Deduped local provenance: Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, NAID 470426230, CF01625-019.",https://catalog.archives.gov/id/470761146; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-154-90015-012.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"July 9, 1990","NSC/DC 154 - July 09, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761146,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-154-90015-012.pdf
2.017,Review ledger,Pakistan,1990-07-16,"NSC/DC Meeting - July 16, 1990 Re: Pakistan Nuclear Program",Meeting file,Richard N. Haass,Pakistan,Restricted - Possibly,29,470426231,CF01625-020,2554866,,41-bpr-nsc-haass_meeting-cf01625-020.pdf,Records of the National Security Council (George H. W. Bush Administration) | Richard N. Haass' Meeting Files | CF01625-020,"Source: George H.W. Bush Library, National Security Council, Richard N. Haass' Meeting Files, NSC/DC Meeting - July 16, 1990 Re: Pakistan Nuclear Program, CF01625-020. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), Richard N. Haass' Meeting Files, CF01625-020, NAID 470426231. FOIA tracking: 1998-0387-F. Access restriction: Restricted - Possibly. Page count: 29 (measured from available PDF).",https://catalog.archives.gov/id/470426231; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-020.pdf; https://catalog.archives.gov/id/2163580,,,"July 16, 1990","NSC/DC Meeting - July 16, 1990 Re: Pakistan Nuclear Program",South Asia; Meeting Files; Pakistan; Nuclear policy; Deputies Committee; Measured page count; South Asia; Pakistan; Nuclear policy; Deputies Committee; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470426231,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/haass/meeting_2554866/41-bpr-nsc-haass_meeting-cf01625-020.pdf
2.018,Review ledger,Pakistan,1990-08-31,"NSC/DC 190 - August 31, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,37,470761184,90016-018,312294079,,41-bpr-nsc-hfiles-dc_mtgs-190-90016-018.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-018,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 190 - August 31, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters, 90016-018. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-018, NAID 470761184. Catalog URL: https://catalog.archives.gov/id/470761184. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-190-90016-018.pdf, object ID 483295895, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-190-90016-018.pdf. Page count: 37 (measured from available PDF). FOIA tracking: 2005-1002-F, 2008-1289-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761184; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-190-90016-018.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"August 31, 1990","NSC/DC 190 - August 31, 1990 - NSC/DC Meeting on Pakistan Nuclear Program, Keywords: Pakistan, Nuclear Matters",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761184,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-190-90016-018.pdf
2.019,Review ledger,Pakistan,1990-09-05,"NSC/DC 193A - September 05, 1990 - NSC/DC Meeting on Pakistan, Keywords: Pakistan, Nuclear Matters",Deputies Committee meeting minutes,Deputies Committee,Pakistan,Restricted - Possibly,11,470761189,90016-023,312294079,,41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf,Records of the National Security Council (George H. W. Bush Administration) | H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files | 90016-023,"Source: George H.W. Bush Library, National Security Council, H-Files, NSC/DC Meetings Files, NSC/DC 193A - September 05, 1990 - NSC/DC Meeting on Pakistan, Keywords: Pakistan, Nuclear Matters, 90016-023. Access restriction: Restricted - Possibly.","Source: National Archives Catalog, Records of the National Security Council (George H. W. Bush Administration), H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, 90016-023, NAID 470761189. Catalog URL: https://catalog.archives.gov/id/470761189. Series URL: https://catalog.archives.gov/id/312294079. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf, object ID 483295900, URL https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf. Page count: 11 (measured from available PDF). FOIA tracking: 2008-1289-F, 2005-1002-F. Other finding aid identifier: Pres-Bush, Pres-Bush. Container: 90016. Access restriction: Restricted - Possibly.",https://catalog.archives.gov/id/470761189; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf; https://catalog.archives.gov/id/312294079; https://catalog.archives.gov/id/2163580,,,"September 5, 1990","NSC/DC 193A - September 05, 1990 - NSC/DC Meeting on Pakistan, Keywords: Pakistan, Nuclear Matters",South Asia; Pakistan; NSC/DC Meetings; Measured pages; South Asia; Pakistan; Deputies Committee meeting minutes; Measured page count,catalog-derived-source-note; declassification-review,Review access status and confirm whether the item can be selected or only cited as withheld/restricted context. Resolve compiler risk: catalog-derived-source-note; declassification-review.,https://catalog.archives.gov/id/470761189,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-193a-90016-023.pdf
1.015,Released chronology,Afghanistan,1990-09-09,Memorandum of Conversation,Memcon,George H. W. Bush; Mikhail Gorbachev,Afghanistan; Soviet Union,Declassified,9,366551670,91108-001,4545941,130-138,41-bpr-scow-pcor-memcon-91108-001.pdf,Brent Scowcroft Papers | Presidential Correspondence Files | 91108-001,"Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/5/90-9/24/90, 91108-001, source pages 130-138. Declassified.","Source: George H.W. Bush Library, Brent Scowcroft Papers, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/5/90-9/24/90, 91108-001, NAID 366551670, source pages 130-138.",https://catalog.archives.gov/id/366551670; documents/afghanistan/1990-09-09-bush-mikhail-gorbachev-memcon-scowcroft.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-001.pdf; https://catalog.archives.gov/id/4522156,,,"September 9, 1990",Meeting with President Mikhail Gorbachev of the USSR (U),South Asia; Afghanistan; Brent Scowcroft Papers; Head-of-state memcons and telcons; South Asia; Afghanistan; Memcon; Head of state,,Ready for source-note and selection review.,https://catalog.archives.gov/id/366551670,documents/afghanistan/1990-09-09-bush-mikhail-gorbachev-memcon-scowcroft.pdf
