Item type,Compiler #,Review lane,Priority or queue,Chapter or lane,Date,Title,Access/release status,Pages,Page basis,NAID,Local identifier,Source locator,Next action,Source note,Catalog URL,PDF URL
Potential lead,,Public/context promotion decision,Medium; score 54,Afghanistan,1992-10-07,Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, October 7, 1992, ""Presidential Determination No. 93-3--Memorandum on Trade With Afghanistan"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg1772.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg1772.pdf
Potential lead,,Public/context promotion decision,Medium; score 46,Pakistan,1993-01-19,Letter to Congressional Leaders Reporting on Nuclear Nonproliferation,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book2,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, January 19, 1993, ""Letter to Congressional Leaders Reporting on Nuclear Nonproliferation"", GovInfo package PPP-1992-book2, granule PPP-1992-book2-doc-pg2264.",,https://www.govinfo.gov/content/pkg/PPP-1992-book2/pdf/PPP-1992-book2-doc-pg2264.pdf
Potential lead,,Restricted lead screening,Low; score 33,Pakistan,1989-01-20,Bhutto Departure 6/6/89,Restricted - Possibly; Online object available,,Page count not yet measured at item level.,323150513,,Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Draft Files | Speech Draft Files | NAID 323150513 | 41-bpr-speech-draft-chron-13490-003_323150513.pdf,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: George H.W. Bush Library, White House Office of Speechwriting, Speech Draft Files, Bhutto Departure 6/6/89.",https://catalog.archives.gov/id/323150513,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13490-003_323150513.pdf
Potential lead,,Restricted lead screening,Low; score 33,Pakistan,1989-01-20,Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264],Restricted - Possibly; Online object available,,Page count not yet measured at item level.,323152491,,Records of the White House Office of Speechwriting (George H. W. Bush Administration) | Speech Backup Chronological Files | Speech Backup Chronological Files | NAID 323152491 | 41-bpr-speech-backup-chron-13671-005_323152491.pdf,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: George H.W. Bush Library, White House Office of Speechwriting, Speech Backup Chronological Files, Departure Statement for Prime Minister Bhutto 6/6/89 [OA 6264].",https://catalog.archives.gov/id/323152491,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13671-005_323152491.pdf
Potential lead,,Public/context promotion decision,Low; score 38,India,1992-02-24,Nomination of Thomas R. Pickering To Be United States Ambassador to India,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, February 24, 1992, ""Nomination of Thomas R. Pickering To Be United States Ambassador to India"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg302.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg302.pdf
Potential lead,,Public/context promotion decision,Low; score 44,Afghanistan,1992-04-10,The President's News Conference,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, April 10, 1992, ""The President's News Conference"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg579.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg579.pdf
Potential lead,,Public/context promotion decision,Low; score 40,Regional,1992-05-07,Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, May 7, 1992, ""Nomination of Teresita Currie Schaffer To Be United States Ambassador to Sri Lanka and Maldives"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg725-2.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg725-2.pdf
Potential lead,,Public/context promotion decision,Low; score 44,Afghanistan,1992-05-27,"Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland",Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, May 27, 1992, ""Remarks at the United States Naval Academy Commencement Ceremony in Annapolis, Maryland"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg820-2.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg820-2.pdf
Potential lead,,Public/context promotion decision,Low; score 28,Afghanistan,1992-06-16,Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, June 16, 1992, ""Remarks With President Boris Yeltsin of Russia Announcing Strategic Arms Reductions and an Exchange With Reporters"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg944.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg944.pdf
Potential lead,,Public/context promotion decision,Low; score 44,Afghanistan,1992-06-17,The President's News Conference With President Boris Yeltsin of Russia,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, June 17, 1992, ""The President's News Conference With President Boris Yeltsin of Russia"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg953.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg953.pdf
Potential lead,,Public/context promotion decision,Low; score 38,Pakistan,1992-07-14,Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan,Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, July 14, 1992, ""Nomination of John Cameron Monjo To Be United States Ambassador to Pakistan"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1118.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1118.pdf
Potential lead,,Public/context promotion decision,Low; score 28,Afghanistan,1992-07-21,"Remarks to Religious and Ethnic Groups in Garfield, New Jersey",Public presidential statement,,Page count not yet measured at item level.,,,Public Papers of the Presidents of the United States: George H. W. Bush | PPP-1992-book1,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: Public Papers of the Presidents of the United States: George H.W. Bush, July 21, 1992, ""Remarks to Religious and Ethnic Groups in Garfield, New Jersey"", GovInfo package PPP-1992-book1, granule PPP-1992-book1-doc-pg1150.",,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg1150.pdf
Potential lead,,Unrestricted lead screening,Low; score 33,Regional,1992-11-02,WHPO-P37850,Unrestricted; Online object available,,Page count not yet measured at item level.,543965098,,Records of the White House Photograph Office | George H. W. Bush Presidential Photographs | NAID 543965098 | 41-AV-P37850-11021992.jpg,"Screen the online object and promote only after access posture, page boundaries, title, and source note are stable.","Source: George H.W. Bush Library, White House Photograph Office, George H. W. Bush Presidential Photographs, WHPO-P37850.",https://catalog.archives.gov/id/543965098,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whpo/186364/P37850/41-AV-P37850-11021992.jpg
